method vars sample run_id time median p95 total stream warmup drift retrain_every status
Stacking-Online 16 800 7 0.054134 0.052923 0.053140 21.653541 400 400 6x 100 ok
BMA 16 800 8 0.007592 0.000057 0.000069 3.036687 400 400 6x 100 ok
Stacking-Online 16 800 8 0.054364 0.053199 0.053343 21.745677 400 400 6x 100 ok
BMA 16 800 9 0.007612 0.000057 0.000069 3.044999 400 400 6x 100 ok
Stacking-Online 16 800 9 0.053386 0.053330 0.053895 21.354541 400 400 6x 100 ok
BMA 32 800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 2 1600 0 0.000704 0.000056 0.000069 0.563099 800 800 6x 100 ok
Stacking-Online 2 1600 0 0.004899 0.004895 0.004912 3.918985 800 800 6x 100 ok
BMA 2 1600 1 0.000700 0.000055 0.000068 0.560161 800 800 6x 100 ok
Stacking-Online 2 1600 1 0.005108 0.004900 0.004915 4.086374 800 800 6x 100 ok
BMA 2 1600 2 0.000702 0.000055 0.000067 0.561589 800 800 6x 100 ok
Stacking-Online 2 1600 2 0.004892 0.004887 0.004905 3.913988 800 800 6x 100 ok
BMA 2 1600 3 0.000700 0.000056 0.000068 0.560365 800 800 6x 100 ok
Stacking-Online 2 1600 3 0.005075 0.004871 0.004887 4.060250 800 800 6x 100 ok
BMA 2 1600 4 0.000699 0.000055 0.000069 0.558945 800 800 6x 100 ok
Stacking-Online 2 1600 4 0.004941 0.004873 0.004892 3.952724 800 800 6x 100 ok
BMA 2 1600 5 0.000702 0.000056 0.000068 0.561884 800 800 6x 100 ok
Stacking-Online 2 1600 5 0.005080 0.004870 0.004888 4.064362 800 800 6x 100 ok
BMA 2 1600 6 0.000703 0.000055 0.000068 0.562532 800 800 6x 100 ok
Stacking-Online 2 1600 6 0.005101 0.004895 0.004910 4.080562 800 800 6x 100 ok
BMA 2 1600 7 0.000702 0.000055 0.000069 0.561461 800 800 6x 100 ok
Stacking-Online 2 1600 7 0.005098 0.004888 0.004904 4.078262 800 800 6x 100 ok
BMA 2 1600 8 0.000701 0.000055 0.000067 0.561115 800 800 6x 100 ok
Stacking-Online 2 1600 8 0.004886 0.004882 0.004900 3.909192 800 800 6x 100 ok
BMA 2 1600 9 0.000702 0.000055 0.000067 0.561544 800 800 6x 100 ok
Stacking-Online 2 1600 9 0.005071 0.004865 0.004882 4.056876 800 800 6x 100 ok
BMA 4 1600 0 0.000968 0.000056 0.000067 0.774127 800 800 6x 100 ok
Stacking-Online 4 1600 0 0.007860 0.007855 0.007879 6.287692 800 800 6x 100 ok
BMA 4 1600 1 0.000968 0.000056 0.000069 0.774274 800 800 6x 100 ok
Stacking-Online 4 1600 1 0.007939 0.007868 0.007891 6.351526 800 800 6x 100 ok
BMA 4 1600 2 0.000970 0.000056 0.000069 0.775878 800 800 6x 100 ok
Stacking-Online 4 1600 2 0.007852 0.007849 0.007879 6.281357 800 800 6x 100 ok
BMA 4 1600 3 0.000971 0.000056 0.000068 0.776523 800 800 6x 100 ok
Stacking-Online 4 1600 3 0.007913 0.007840 0.007871 6.330304 800 800 6x 100 ok
BMA 4 1600 4 0.000967 0.000056 0.000068 0.773255 800 800 6x 100 ok
Stacking-Online 4 1600 4 0.007924 0.007856 0.007880 6.339534 800 800 6x 100 ok
BMA 4 1600 5 0.000967 0.000056 0.000069 0.773452 800 800 6x 100 ok
Stacking-Online 4 1600 5 0.007920 0.007850 0.007876 6.336042 800 800 6x 100 ok
BMA 4 1600 6 0.000967 0.000056 0.000068 0.773712 800 800 6x 100 ok
Stacking-Online 4 1600 6 0.007945 0.007874 0.007893 6.355662 800 800 6x 100 ok
BMA 4 1600 7 0.000965 0.000056 0.000068 0.772044 800 800 6x 100 ok
Stacking-Online 4 1600 7 0.007920 0.007852 0.007876 6.336000 800 800 6x 100 ok
BMA 4 1600 8 0.000971 0.000056 0.000067 0.776645 800 800 6x 100 ok
Stacking-Online 4 1600 8 0.007908 0.007837 0.007863 6.326165 800 800 6x 100 ok
BMA 4 1600 9 0.000969 0.000056 0.000068 0.775171 800 800 6x 100 ok
Stacking-Online 4 1600 9 0.007929 0.007859 0.007887 6.343442 800 800 6x 100 ok
BMA 8 1600 0 0.002687 0.000056 0.000069 2.149538 800 800 6x 100 ok
Stacking-Online 8 1600 0 0.022637 0.022565 0.022617 18.109320 800 800 6x 100 ok
BMA 8 1600 1 0.002695 0.000056 0.000070 2.156310 800 800 6x 100 ok
Stacking-Online 8 1600 1 0.023144 0.022714 0.022765 18.515075 800 800 6x 100 ok
BMA 8 1600 2 0.002692 0.000057 0.000068 2.153281 800 800 6x 100 ok
Stacking-Online 8 1600 2 0.022628 0.022545 0.022640 18.102459 800 800 6x 100 ok
BMA 8 1600 3 0.002692 0.000056 0.000070 2.153913 800 800 6x 100 ok
Stacking-Online 8 1600 3 0.022610 0.022527 0.022612 18.088212 800 800 6x 100 ok
BMA 8 1600 4 0.002693 0.000056 0.000070 2.154227 800 800 6x 100 ok
Stacking-Online 8 1600 4 0.022708 0.022623 0.022696 18.166414 800 800 6x 100 ok
BMA 8 1600 5 0.002691 0.000056 0.000069 2.153087 800 800 6x 100 ok
Stacking-Online 8 1600 5 0.022673 0.022601 0.022665 18.138295 800 800 6x 100 ok
BMA 8 1600 6 0.002693 0.000056 0.000069 2.154739 800 800 6x 100 ok
Stacking-Online 8 1600 6 0.023028 0.022598 0.022663 18.422689 800 800 6x 100 ok
BMA 8 1600 7 0.002688 0.000056 0.000069 2.150066 800 800 6x 100 ok
Stacking-Online 8 1600 7 0.022622 0.022537 0.022634 18.097804 800 800 6x 100 ok
BMA 8 1600 8 0.002692 0.000056 0.000069 2.153638 800 800 6x 100 ok
Stacking-Online 8 1600 8 0.022963 0.022530 0.022616 18.370788 800 800 6x 100 ok
BMA 8 1600 9 0.002693 0.000056 0.000069 2.154259 800 800 6x 100 ok
Stacking-Online 8 1600 9 0.022679 0.022606 0.022658 18.142811 800 800 6x 100 ok
BMA 16 1600 0 0.010862 0.000059 0.000070 8.689937 800 800 6x 100 ok
Stacking-Online 16 1600 0 0.066240 0.064363 0.064725 52.991611 800 800 6x 100 ok
BMA 16 1600 1 0.010864 0.000060 0.000071 8.691238 800 800 6x 100 ok
Stacking-Online 16 1600 1 0.064631 0.064178 0.064649 51.705114 800 800 6x 100 ok
BMA 16 1600 2 0.010865 0.000060 0.000071 8.691919 800 800 6x 100 ok
Stacking-Online 16 1600 2 0.065960 0.064470 0.064630 52.767855 800 800 6x 100 ok
BMA 16 1600 3 0.010870 0.000060 0.000070 8.696160 800 800 6x 100 ok
Stacking-Online 16 1600 3 0.064723 0.063923 0.064241 51.778077 800 800 6x 100 ok
BMA 16 1600 4 0.010868 0.000059 0.000070 8.694192 800 800 6x 100 ok
Stacking-Online 16 1600 4 0.064720 0.064270 0.064557 51.775997 800 800 6x 100 ok
BMA 16 1600 5 0.010877 0.000060 0.000070 8.701221 800 800 6x 100 ok
Stacking-Online 16 1600 5 0.064788 0.064380 0.064527 51.830663 800 800 6x 100 ok
BMA 16 1600 6 0.010863 0.000059 0.000069 8.690178 800 800 6x 100 ok
Stacking-Online 16 1600 6 0.065794 0.063955 0.064162 52.634922 800 800 6x 100 ok
BMA 16 1600 7 0.010896 0.000060 0.000069 8.716737 800 800 6x 100 ok
Stacking-Online 16 1600 7 0.066136 0.064297 0.064460 52.908607 800 800 6x 100 ok
BMA 16 1600 8 0.010884 0.000060 0.000069 8.707198 800 800 6x 100 ok
Stacking-Online 16 1600 8 0.065319 0.064156 0.064495 52.255086 800 800 6x 100 ok
BMA 16 1600 9 0.010739 0.000059 0.000068 8.591334 800 800 6x 100 ok
Stacking-Online 16 1600 9 0.066414 0.064169 0.064498 53.130810 800 800 6x 100 ok
BMA 32 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 2 3200 0 0.001092 0.000054 0.000065 1.746966 1600 1600 6x 100 ok
Stacking-Online 2 3200 0 0.005788 0.005446 0.005466 9.261402 1600 1600 6x 100 ok
BMA 2 3200 1 0.001097 0.000054 0.000065 1.754635 1600 1600 6x 100 ok
Stacking-Online 2 3200 1 0.005769 0.005432 0.005455 9.230444 1600 1600 6x 100 ok
BMA 2 3200 2 0.001094 0.000054 0.000065 1.750582 1600 1600 6x 100 ok
Stacking-Online 2 3200 2 0.005760 0.005420 0.005445 9.215581 1600 1600 6x 100 ok
BMA 2 3200 3 0.001095 0.000054 0.000065 1.752014 1600 1600 6x 100 ok
Stacking-Online 2 3200 3 0.005756 0.005432 0.005450 9.208878 1600 1600 6x 100 ok
BMA 2 3200 4 0.001097 0.000054 0.000065 1.755154 1600 1600 6x 100 ok
Stacking-Online 2 3200 4 0.005757 0.005434 0.005451 9.211100 1600 1600 6x 100 ok
BMA 2 3200 5 0.001097 0.000054 0.000065 1.754802 1600 1600 6x 100 ok
Stacking-Online 2 3200 5 0.005747 0.005422 0.005443 9.195634 1600 1600 6x 100 ok
BMA 2 3200 6 0.001099 0.000054 0.000066 1.758059 1600 1600 6x 100 ok
Stacking-Online 2 3200 6 0.005759 0.005425 0.005444 9.215140 1600 1600 6x 100 ok
BMA 2 3200 7 0.001098 0.000054 0.000066 1.756545 1600 1600 6x 100 ok
Stacking-Online 2 3200 7 0.005746 0.005421 0.005439 9.193397 1600 1600 6x 100 ok
BMA 2 3200 8 0.001093 0.000054 0.000065 1.749229 1600 1600 6x 100 ok
Stacking-Online 2 3200 8 0.005769 0.005446 0.005461 9.230155 1600 1600 6x 100 ok
BMA 2 3200 9 0.001091 0.000054 0.000064 1.745021 1600 1600 6x 100 ok
Stacking-Online 2 3200 9 0.005744 0.005429 0.005444 9.190352 1600 1600 6x 100 ok
BMA 4 3200 0 0.001565 0.000054 0.000064 2.503204 1600 1600 6x 100 ok
Stacking-Online 4 3200 0 0.008179 0.007873 0.007901 13.086049 1600 1600 6x 100 ok
BMA 4 3200 1 0.001569 0.000054 0.000066 2.510266 1600 1600 6x 100 ok
Stacking-Online 4 3200 1 0.008147 0.007839 0.007870 13.035552 1600 1600 6x 100 ok
BMA 4 3200 2 0.001573 0.000054 0.000065 2.516844 1600 1600 6x 100 ok
Stacking-Online 4 3200 2 0.008183 0.007874 0.007895 13.092192 1600 1600 6x 100 ok
BMA 4 3200 3 0.001575 0.000054 0.000065 2.519848 1600 1600 6x 100 ok
Stacking-Online 4 3200 3 0.008158 0.007853 0.007876 13.052339 1600 1600 6x 100 ok
BMA 4 3200 4 0.001577 0.000054 0.000066 2.523688 1600 1600 6x 100 ok
Stacking-Online 4 3200 4 0.008180 0.007872 0.007903 13.087212 1600 1600 6x 100 ok
BMA 4 3200 5 0.001571 0.000054 0.000066 2.514383 1600 1600 6x 100 ok
Stacking-Online 4 3200 5 0.008175 0.007863 0.007893 13.079678 1600 1600 6x 100 ok
BMA 4 3200 6 0.001581 0.000055 0.000066 2.529963 1600 1600 6x 100 ok
Stacking-Online 4 3200 6 0.008198 0.007889 0.007912 13.116089 1600 1600 6x 100 ok
BMA 4 3200 7 0.001575 0.000054 0.000065 2.519682 1600 1600 6x 100 ok
Stacking-Online 4 3200 7 0.008197 0.007894 0.007914 13.115632 1600 1600 6x 100 ok
BMA 4 3200 8 0.001559 0.000053 0.000065 2.494972 1600 1600 6x 100 ok
Stacking-Online 4 3200 8 0.008184 0.007877 0.007906 13.093950 1600 1600 6x 100 ok
BMA 4 3200 9 0.001580 0.000054 0.000066 2.527635 1600 1600 6x 100 ok
Stacking-Online 4 3200 9 0.008145 0.007862 0.007889 13.031748 1600 1600 6x 100 ok
BMA 8 3200 0 0.003954 0.000054 0.000066 6.325856 1600 1600 6x 100 ok
Stacking-Online 8 3200 0 0.025885 0.025368 0.025455 41.415818 1600 1600 6x 100 ok
BMA 8 3200 1 0.003943 0.000055 0.000066 6.308383 1600 1600 6x 100 ok
Stacking-Online 8 3200 1 0.025968 0.025456 0.025523 41.548839 1600 1600 6x 100 ok
BMA 8 3200 2 0.003934 0.000054 0.000066 6.295141 1600 1600 6x 100 ok
Stacking-Online 8 3200 2 0.025811 0.025284 0.025434 41.296804 1600 1600 6x 100 ok
BMA 8 3200 3 0.003940 0.000055 0.000067 6.303511 1600 1600 6x 100 ok
Stacking-Online 8 3200 3 0.026035 0.025501 0.025694 41.655201 1600 1600 6x 100 ok
BMA 8 3200 4 0.003950 0.000055 0.000067 6.320464 1600 1600 6x 100 ok
Stacking-Online 8 3200 4 0.026003 0.025483 0.025565 41.604218 1600 1600 6x 100 ok
BMA 8 3200 5 0.003893 0.000054 0.000066 6.228985 1600 1600 6x 100 ok
Stacking-Online 8 3200 5 0.026049 0.025540 0.025610 41.678096 1600 1600 6x 100 ok
BMA 8 3200 6 0.003942 0.000055 0.000067 6.307633 1600 1600 6x 100 ok
Stacking-Online 8 3200 6 0.025966 0.025446 0.025548 41.545204 1600 1600 6x 100 ok
BMA 8 3200 7 0.003933 0.000055 0.000066 6.292219 1600 1600 6x 100 ok
Stacking-Online 8 3200 7 0.025902 0.025376 0.025517 41.443104 1600 1600 6x 100 ok
BMA 8 3200 8 0.003934 0.000054 0.000066 6.294976 1600 1600 6x 100 ok
Stacking-Online 8 3200 8 0.025897 0.025373 0.025526 41.435892 1600 1600 6x 100 ok
BMA 8 3200 9 0.003901 0.000053 0.000065 6.241206 1600 1600 6x 100 ok
Stacking-Online 8 3200 9 0.025873 0.025354 0.025519 41.396103 1600 1600 6x 100 ok
BMA 16 3200 0 0.026025 0.000056 0.000066 41.640664 1600 1600 6x 100 ok
Stacking-Online 16 3200 0 0.055398 0.054893 0.055018 88.636850 1600 1600 6x 100 ok
BMA 16 3200 1 0.026017 0.000056 0.000068 41.626962 1600 1600 6x 100 ok
Stacking-Online 16 3200 1 0.055497 0.054933 0.055317 88.795925 1600 1600 6x 100 ok
BMA 16 3200 2 0.026336 0.000057 0.000069 42.138227 1600 1600 6x 100 ok
Stacking-Online 16 3200 2 0.055339 0.054944 0.055219 88.542821 1600 1600 6x 100 ok
BMA 16 3200 3 0.026008 0.000057 0.000068 41.612005 1600 1600 6x 100 ok
Stacking-Online 16 3200 3 0.056433 0.056022 0.056310 90.292273 1600 1600 6x 100 ok
BMA 16 3200 4 0.026341 0.000058 0.000069 42.146290 1600 1600 6x 100 ok
Stacking-Online 16 3200 4 0.056347 0.055966 0.056150 90.155807 1600 1600 6x 100 ok
BMA 16 3200 5 0.026356 0.000057 0.000069 42.170047 1600 1600 6x 100 ok
Stacking-Online 16 3200 5 0.056724 0.056032 0.056187 90.758425 1600 1600 6x 100 ok
BMA 16 3200 6 0.026346 0.000058 0.000069 42.154251 1600 1600 6x 100 ok
Stacking-Online 16 3200 6 0.056194 0.056184 0.056327 89.909997 1600 1600 6x 100 ok
BMA 16 3200 7 0.026357 0.000058 0.000070 42.170790 1600 1600 6x 100 ok
Stacking-Online 16 3200 7 0.056235 0.055842 0.056072 89.975508 1600 1600 6x 100 ok
BMA 16 3200 8 0.026023 0.000056 0.000068 41.636696 1600 1600 6x 100 ok
Stacking-Online 16 3200 8 0.056282 0.056271 0.056394 90.051998 1600 1600 6x 100 ok
BMA 16 3200 9 0.026355 0.000058 0.000069 42.168208 1600 1600 6x 100 ok
Stacking-Online 16 3200 9 0.056752 0.056050 0.056211 90.803990 1600 1600 6x 100 ok
BMA 32 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 2 6400 0 0.001968 0.000056 0.000067 6.297039 3200 3200 6x 100 ok
Stacking-Online 2 6400 0 0.005514 0.005512 0.005532 17.645868 3200 3200 6x 100 ok
BMA 2 6400 1 0.001967 0.000055 0.000066 6.295561 3200 3200 6x 100 ok
Stacking-Online 2 6400 1 0.005530 0.005529 0.005544 17.696704 3200 3200 6x 100 ok
BMA 2 6400 2 0.001954 0.000055 0.000066 6.252725 3200 3200 6x 100 ok
Stacking-Online 2 6400 2 0.005535 0.005534 0.005552 17.710895 3200 3200 6x 100 ok
BMA 2 6400 3 0.001950 0.000056 0.000068 6.241259 3200 3200 6x 100 ok
Stacking-Online 2 6400 3 0.005525 0.005525 0.005542 17.681185 3200 3200 6x 100 ok
BMA 2 6400 4 0.001960 0.000056 0.000069 6.272332 3200 3200 6x 100 ok
Stacking-Online 2 6400 4 0.005523 0.005522 0.005538 17.673684 3200 3200 6x 100 ok
BMA 2 6400 5 0.001954 0.000056 0.000067 6.253480 3200 3200 6x 100 ok
Stacking-Online 2 6400 5 0.005552 0.005550 0.005568 17.766162 3200 3200 6x 100 ok
BMA 2 6400 6 0.001967 0.000056 0.000068 6.295154 3200 3200 6x 100 ok
Stacking-Online 2 6400 6 0.005529 0.005526 0.005545 17.692056 3200 3200 6x 100 ok
BMA 2 6400 7 0.001970 0.000056 0.000067 6.304917 3200 3200 6x 100 ok
Stacking-Online 2 6400 7 0.005552 0.005550 0.005566 17.765211 3200 3200 6x 100 ok
BMA 2 6400 8 0.001965 0.000056 0.000067 6.288209 3200 3200 6x 100 ok
Stacking-Online 2 6400 8 0.005536 0.005534 0.005552 17.714808 3200 3200 6x 100 ok
BMA 2 6400 9 0.001963 0.000056 0.000068 6.281873 3200 3200 6x 100 ok
