method vars sample run_id time median p95 total stream warmup drift retrain_every status
Stacking-Online 16 800 7 0.053970 0.052063 0.052188 21.588171 400 400 3x 100 ok
BMA 16 800 8 0.010000 0.000055 0.000065 3.999868 400 400 3x 100 ok
Stacking-Online 16 800 8 0.053506 0.053040 0.053201 21.402421 400 400 3x 100 ok
BMA 16 800 9 0.010164 0.000056 0.000066 4.065677 400 400 3x 100 ok
Stacking-Online 16 800 9 0.054946 0.052957 0.053585 21.978362 400 400 3x 100 ok
BMA 32 800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 2 1600 0 0.000711 0.000055 0.000067 0.568689 800 800 3x 100 ok
Stacking-Online 2 1600 0 0.004914 0.004876 0.005229 3.931400 800 800 3x 100 ok
BMA 2 1600 1 0.000701 0.000054 0.000066 0.560477 800 800 3x 100 ok
Stacking-Online 2 1600 1 0.004931 0.004861 0.004877 3.944768 800 800 3x 100 ok
BMA 2 1600 2 0.000710 0.000055 0.000066 0.568257 800 800 3x 100 ok
Stacking-Online 2 1600 2 0.004871 0.004868 0.004885 3.897107 800 800 3x 100 ok
BMA 2 1600 3 0.000711 0.000055 0.000068 0.568422 800 800 3x 100 ok
Stacking-Online 2 1600 3 0.004962 0.004893 0.004907 3.969615 800 800 3x 100 ok
BMA 2 1600 4 0.000707 0.000055 0.000068 0.565582 800 800 3x 100 ok
Stacking-Online 2 1600 4 0.004932 0.004862 0.004877 3.945416 800 800 3x 100 ok
BMA 2 1600 5 0.000709 0.000055 0.000067 0.567152 800 800 3x 100 ok
Stacking-Online 2 1600 5 0.004931 0.004861 0.004878 3.944424 800 800 3x 100 ok
BMA 2 1600 6 0.000717 0.000055 0.000067 0.573396 800 800 3x 100 ok
Stacking-Online 2 1600 6 0.004925 0.004856 0.004874 3.939829 800 800 3x 100 ok
BMA 2 1600 7 0.000709 0.000055 0.000066 0.567455 800 800 3x 100 ok
Stacking-Online 2 1600 7 0.004928 0.004856 0.004875 3.942608 800 800 3x 100 ok
BMA 2 1600 8 0.000708 0.000055 0.000067 0.566538 800 800 3x 100 ok
Stacking-Online 2 1600 8 0.004880 0.004880 0.004896 3.904194 800 800 3x 100 ok
BMA 2 1600 9 0.000707 0.000055 0.000067 0.565889 800 800 3x 100 ok
Stacking-Online 2 1600 9 0.004925 0.004856 0.004872 3.939804 800 800 3x 100 ok
BMA 4 1600 0 0.001043 0.000055 0.000068 0.834172 800 800 3x 100 ok
Stacking-Online 4 1600 0 0.007839 0.007836 0.007858 6.271206 800 800 3x 100 ok
BMA 4 1600 1 0.001039 0.000055 0.000068 0.831173 800 800 3x 100 ok
Stacking-Online 4 1600 1 0.008309 0.007886 0.007908 6.647421 800 800 3x 100 ok
BMA 4 1600 2 0.001037 0.000055 0.000067 0.829966 800 800 3x 100 ok
Stacking-Online 4 1600 2 0.007848 0.007847 0.007875 6.278770 800 800 3x 100 ok
BMA 4 1600 3 0.001026 0.000054 0.000067 0.820405 800 800 3x 100 ok
Stacking-Online 4 1600 3 0.008244 0.007824 0.007852 6.595481 800 800 3x 100 ok
BMA 4 1600 4 0.001041 0.000055 0.000069 0.832892 800 800 3x 100 ok
Stacking-Online 4 1600 4 0.008283 0.007860 0.007890 6.626072 800 800 3x 100 ok
BMA 4 1600 5 0.001041 0.000055 0.000068 0.832940 800 800 3x 100 ok
Stacking-Online 4 1600 5 0.008263 0.007844 0.007875 6.610076 800 800 3x 100 ok
BMA 4 1600 6 0.001042 0.000055 0.000068 0.833455 800 800 3x 100 ok
Stacking-Online 4 1600 6 0.008246 0.007827 0.007860 6.597075 800 800 3x 100 ok
BMA 4 1600 7 0.001039 0.000055 0.000068 0.830803 800 800 3x 100 ok
Stacking-Online 4 1600 7 0.008266 0.007850 0.007875 6.612856 800 800 3x 100 ok
BMA 4 1600 8 0.001040 0.000055 0.000068 0.832147 800 800 3x 100 ok
Stacking-Online 4 1600 8 0.008262 0.007845 0.007869 6.609932 800 800 3x 100 ok
BMA 4 1600 9 0.001035 0.000054 0.000066 0.827693 800 800 3x 100 ok
Stacking-Online 4 1600 9 0.008265 0.007847 0.007869 6.612008 800 800 3x 100 ok
BMA 8 1600 0 0.003742 0.000056 0.000069 2.993592 800 800 3x 100 ok
Stacking-Online 8 1600 0 0.022713 0.022640 0.022680 18.170626 800 800 3x 100 ok
BMA 8 1600 1 0.003742 0.000055 0.000068 2.993247 800 800 3x 100 ok
Stacking-Online 8 1600 1 0.023450 0.022591 0.025958 18.759677 800 800 3x 100 ok
BMA 8 1600 2 0.003755 0.000056 0.000068 3.004193 800 800 3x 100 ok
Stacking-Online 8 1600 2 0.022649 0.022563 0.022664 18.119379 800 800 3x 100 ok
BMA 8 1600 3 0.003745 0.000055 0.000068 2.996180 800 800 3x 100 ok
Stacking-Online 8 1600 3 0.022705 0.022621 0.022713 18.164134 800 800 3x 100 ok
BMA 8 1600 4 0.003738 0.000055 0.000068 2.990375 800 800 3x 100 ok
Stacking-Online 8 1600 4 0.022714 0.022637 0.022699 18.171395 800 800 3x 100 ok
BMA 8 1600 5 0.003749 0.000056 0.000069 2.999316 800 800 3x 100 ok
Stacking-Online 8 1600 5 0.023113 0.022594 0.022659 18.490095 800 800 3x 100 ok
BMA 8 1600 6 0.003736 0.000055 0.000069 2.989161 800 800 3x 100 ok
Stacking-Online 8 1600 6 0.022610 0.022539 0.022606 18.087828 800 800 3x 100 ok
BMA 8 1600 7 0.003745 0.000055 0.000069 2.996123 800 800 3x 100 ok
Stacking-Online 8 1600 7 0.022687 0.022614 0.022671 18.149647 800 800 3x 100 ok
BMA 8 1600 8 0.003735 0.000055 0.000068 2.987768 800 800 3x 100 ok
Stacking-Online 8 1600 8 0.022812 0.022702 0.022831 18.249795 800 800 3x 100 ok
BMA 8 1600 9 0.003743 0.000055 0.000069 2.994722 800 800 3x 100 ok
Stacking-Online 8 1600 9 0.022619 0.022533 0.022629 18.095097 800 800 3x 100 ok
BMA 16 1600 0 0.049489 0.000060 0.000069 39.590888 800 800 3x 100 ok
Stacking-Online 16 1600 0 0.064010 0.063445 0.064082 51.207723 800 800 3x 100 ok
BMA 16 1600 1 0.049602 0.000061 0.000068 39.681668 800 800 3x 100 ok
Stacking-Online 16 1600 1 0.064360 0.063769 0.064538 51.487761 800 800 3x 100 ok
BMA 16 1600 2 0.048792 0.000059 0.000067 39.033872 800 800 3x 100 ok
Stacking-Online 16 1600 2 0.063962 0.063834 0.064427 51.169781 800 800 3x 100 ok
BMA 16 1600 3 0.049447 0.000060 0.000069 39.557945 800 800 3x 100 ok
Stacking-Online 16 1600 3 0.064115 0.063878 0.065250 51.291642 800 800 3x 100 ok
BMA 16 1600 4 0.049423 0.000061 0.000069 39.538667 800 800 3x 100 ok
Stacking-Online 16 1600 4 0.064292 0.063801 0.063926 51.433491 800 800 3x 100 ok
BMA 16 1600 5 0.049410 0.000061 0.000069 39.527796 800 800 3x 100 ok
Stacking-Online 16 1600 5 0.063967 0.063421 0.063700 51.173472 800 800 3x 100 ok
BMA 16 1600 6 0.049447 0.000060 0.000069 39.557873 800 800 3x 100 ok
Stacking-Online 16 1600 6 0.064144 0.063594 0.063925 51.314928 800 800 3x 100 ok
BMA 16 1600 7 0.049458 0.000060 0.000069 39.566572 800 800 3x 100 ok
Stacking-Online 16 1600 7 0.064230 0.063677 0.063945 51.384227 800 800 3x 100 ok
BMA 16 1600 8 0.049462 0.000060 0.000068 39.569726 800 800 3x 100 ok
Stacking-Online 16 1600 8 0.064261 0.063765 0.063927 51.408749 800 800 3x 100 ok
BMA 16 1600 9 0.049475 0.000060 0.000069 39.580132 800 800 3x 100 ok
Stacking-Online 16 1600 9 0.063781 0.063617 0.064240 51.024650 800 800 3x 100 ok
BMA 32 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 1600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 2 3200 0 0.001104 0.000054 0.000066 1.765707 1600 1600 3x 100 ok
Stacking-Online 2 3200 0 0.005968 0.005435 0.005458 9.548254 1600 1600 3x 100 ok
BMA 2 3200 1 0.001116 0.000055 0.000067 1.785402 1600 1600 3x 100 ok
Stacking-Online 2 3200 1 0.006155 0.005450 0.005468 9.847654 1600 1600 3x 100 ok
BMA 2 3200 2 0.001115 0.000055 0.000067 1.783267 1600 1600 3x 100 ok
Stacking-Online 2 3200 2 0.005982 0.005454 0.005474 9.571295 1600 1600 3x 100 ok
BMA 2 3200 3 0.001116 0.000055 0.000067 1.785903 1600 1600 3x 100 ok
Stacking-Online 2 3200 3 0.005787 0.005439 0.005457 9.259621 1600 1600 3x 100 ok
BMA 2 3200 4 0.001109 0.000055 0.000068 1.774645 1600 1600 3x 100 ok
Stacking-Online 2 3200 4 0.005784 0.005435 0.005454 9.254130 1600 1600 3x 100 ok
BMA 2 3200 5 0.001113 0.000055 0.000066 1.781238 1600 1600 3x 100 ok
Stacking-Online 2 3200 5 0.005780 0.005432 0.005451 9.248572 1600 1600 3x 100 ok
BMA 2 3200 6 0.001116 0.000056 0.000068 1.786376 1600 1600 3x 100 ok
Stacking-Online 2 3200 6 0.005969 0.005438 0.005460 9.550513 1600 1600 3x 100 ok
BMA 2 3200 7 0.001112 0.000055 0.000067 1.779370 1600 1600 3x 100 ok
Stacking-Online 2 3200 7 0.005974 0.005448 0.005466 9.557914 1600 1600 3x 100 ok
BMA 2 3200 8 0.001112 0.000056 0.000067 1.779137 1600 1600 3x 100 ok
Stacking-Online 2 3200 8 0.005983 0.005457 0.005491 9.573541 1600 1600 3x 100 ok
BMA 2 3200 9 0.001110 0.000055 0.000066 1.776002 1600 1600 3x 100 ok
Stacking-Online 2 3200 9 0.005942 0.005429 0.005447 9.507968 1600 1600 3x 100 ok
BMA 4 3200 0 0.001566 0.000056 0.000066 2.505764 1600 1600 3x 100 ok
Stacking-Online 4 3200 0 0.008176 0.007854 0.007884 13.081871 1600 1600 3x 100 ok
BMA 4 3200 1 0.001562 0.000055 0.000067 2.499688 1600 1600 3x 100 ok
Stacking-Online 4 3200 1 0.008192 0.007865 0.007895 13.106592 1600 1600 3x 100 ok
BMA 4 3200 2 0.001565 0.000056 0.000067 2.503933 1600 1600 3x 100 ok
Stacking-Online 4 3200 2 0.008175 0.007848 0.007877 13.079298 1600 1600 3x 100 ok
BMA 4 3200 3 0.001567 0.000056 0.000068 2.507385 1600 1600 3x 100 ok
Stacking-Online 4 3200 3 0.008213 0.007887 0.007914 13.141550 1600 1600 3x 100 ok
BMA 4 3200 4 0.001566 0.000055 0.000066 2.506205 1600 1600 3x 100 ok
Stacking-Online 4 3200 4 0.008237 0.007910 0.007935 13.179912 1600 1600 3x 100 ok
BMA 4 3200 5 0.001566 0.000055 0.000067 2.505866 1600 1600 3x 100 ok
Stacking-Online 4 3200 5 0.008207 0.007883 0.007904 13.131616 1600 1600 3x 100 ok
BMA 4 3200 6 0.001567 0.000055 0.000066 2.506656 1600 1600 3x 100 ok
Stacking-Online 4 3200 6 0.008163 0.007838 0.007865 13.060318 1600 1600 3x 100 ok
BMA 4 3200 7 0.001567 0.000055 0.000067 2.506764 1600 1600 3x 100 ok
Stacking-Online 4 3200 7 0.008185 0.007860 0.007887 13.095210 1600 1600 3x 100 ok
BMA 4 3200 8 0.001568 0.000055 0.000067 2.508645 1600 1600 3x 100 ok
Stacking-Online 4 3200 8 0.008172 0.007846 0.007878 13.075956 1600 1600 3x 100 ok
BMA 4 3200 9 0.001563 0.000056 0.000067 2.500657 1600 1600 3x 100 ok
Stacking-Online 4 3200 9 0.008187 0.007873 0.007903 13.098870 1600 1600 3x 100 ok
BMA 8 3200 0 0.004458 0.000056 0.000068 7.132212 1600 1600 3x 100 ok
Stacking-Online 8 3200 0 0.026177 0.025313 0.025378 41.882936 1600 1600 3x 100 ok
BMA 8 3200 1 0.004472 0.000056 0.000069 7.155523 1600 1600 3x 100 ok
Stacking-Online 8 3200 1 0.026457 0.025418 0.025480 42.331476 1600 1600 3x 100 ok
BMA 8 3200 2 0.004462 0.000056 0.000067 7.139074 1600 1600 3x 100 ok
Stacking-Online 8 3200 2 0.025839 0.025337 0.025403 41.342021 1600 1600 3x 100 ok
BMA 8 3200 3 0.004449 0.000056 0.000069 7.118390 1600 1600 3x 100 ok
Stacking-Online 8 3200 3 0.025894 0.025388 0.025443 41.430139 1600 1600 3x 100 ok
BMA 8 3200 4 0.004459 0.000056 0.000069 7.134372 1600 1600 3x 100 ok
Stacking-Online 8 3200 4 0.026396 0.025343 0.025465 42.232913 1600 1600 3x 100 ok
BMA 8 3200 5 0.004460 0.000057 0.000069 7.135307 1600 1600 3x 100 ok
Stacking-Online 8 3200 5 0.025896 0.025388 0.025448 41.432937 1600 1600 3x 100 ok
BMA 8 3200 6 0.004453 0.000056 0.000068 7.124914 1600 1600 3x 100 ok
Stacking-Online 8 3200 6 0.026794 0.025387 0.025451 42.869638 1600 1600 3x 100 ok
BMA 8 3200 7 0.004456 0.000056 0.000069 7.129777 1600 1600 3x 100 ok
Stacking-Online 8 3200 7 0.025884 0.025382 0.025433 41.413647 1600 1600 3x 100 ok
BMA 8 3200 8 0.004465 0.000056 0.000068 7.144500 1600 1600 3x 100 ok
Stacking-Online 8 3200 8 0.025935 0.025430 0.025481 41.496541 1600 1600 3x 100 ok
BMA 8 3200 9 0.004457 0.000056 0.000069 7.130753 1600 1600 3x 100 ok
Stacking-Online 8 3200 9 0.025850 0.025322 0.025451 41.360594 1600 1600 3x 100 ok
BMA 16 3200 0 0.035782 0.000055 0.000066 57.251675 1600 1600 3x 100 ok
Stacking-Online 16 3200 0 0.057904 0.056149 0.056304 92.647155 1600 1600 3x 100 ok
BMA 16 3200 1 0.035812 0.000055 0.000067 57.298667 1600 1600 3x 100 ok
Stacking-Online 16 3200 1 0.057177 0.056277 0.056688 91.482972 1600 1600 3x 100 ok
BMA 16 3200 2 0.035832 0.000055 0.000067 57.331117 1600 1600 3x 100 ok
Stacking-Online 16 3200 2 0.057320 0.056277 0.056744 91.712709 1600 1600 3x 100 ok
BMA 16 3200 3 0.035799 0.000055 0.000066 57.278146 1600 1600 3x 100 ok
Stacking-Online 16 3200 3 0.057169 0.056271 0.056492 91.469898 1600 1600 3x 100 ok
BMA 16 3200 4 0.035780 0.000055 0.000066 57.247602 1600 1600 3x 100 ok
Stacking-Online 16 3200 4 0.056777 0.056239 0.056390 90.843347 1600 1600 3x 100 ok
BMA 16 3200 5 0.035768 0.000055 0.000066 57.229265 1600 1600 3x 100 ok
Stacking-Online 16 3200 5 0.056990 0.056077 0.056415 91.183669 1600 1600 3x 100 ok
BMA 16 3200 6 0.035805 0.000056 0.000066 57.288597 1600 1600 3x 100 ok
Stacking-Online 16 3200 6 0.056426 0.056218 0.056523 90.282300 1600 1600 3x 100 ok
BMA 16 3200 7 0.035832 0.000055 0.000068 57.331143 1600 1600 3x 100 ok
Stacking-Online 16 3200 7 0.057057 0.056154 0.056409 91.291669 1600 1600 3x 100 ok
BMA 16 3200 8 0.035768 0.000055 0.000067 57.229595 1600 1600 3x 100 ok
Stacking-Online 16 3200 8 0.056607 0.056078 0.056230 90.571772 1600 1600 3x 100 ok
BMA 16 3200 9 0.035816 0.000055 0.000066 57.306037 1600 1600 3x 100 ok
Stacking-Online 16 3200 9 0.057466 0.056225 0.056470 91.944815 1600 1600 3x 100 ok
BMA 32 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 3200 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 2 6400 0 0.001921 0.000054 0.000065 6.145669 3200 3200 3x 100 ok
Stacking-Online 2 6400 0 0.005355 0.005355 0.005369 17.136686 3200 3200 3x 100 ok
BMA 2 6400 1 0.001919 0.000054 0.000064 6.140789 3200 3200 3x 100 ok
Stacking-Online 2 6400 1 0.005358 0.005357 0.005371 17.145097 3200 3200 3x 100 ok
BMA 2 6400 2 0.001937 0.000055 0.000066 6.197176 3200 3200 3x 100 ok
Stacking-Online 2 6400 2 0.005359 0.005357 0.005373 17.147559 3200 3200 3x 100 ok
BMA 2 6400 3 0.001934 0.000055 0.000066 6.188385 3200 3200 3x 100 ok
Stacking-Online 2 6400 3 0.005341 0.005340 0.005355 17.092750 3200 3200 3x 100 ok
BMA 2 6400 4 0.001951 0.000055 0.000067 6.243253 3200 3200 3x 100 ok
Stacking-Online 2 6400 4 0.005351 0.005350 0.005366 17.124320 3200 3200 3x 100 ok
BMA 2 6400 5 0.001929 0.000055 0.000065 6.172460 3200 3200 3x 100 ok
Stacking-Online 2 6400 5 0.005459 0.005457 0.005475 17.469532 3200 3200 3x 100 ok
BMA 2 6400 6 0.001913 0.000054 0.000064 6.122308 3200 3200 3x 100 ok
Stacking-Online 2 6400 6 0.005449 0.005446 0.005464 17.436625 3200 3200 3x 100 ok
BMA 2 6400 7 0.001940 0.000055 0.000066 6.207889 3200 3200 3x 100 ok
Stacking-Online 2 6400 7 0.005361 0.005360 0.005376 17.155699 3200 3200 3x 100 ok
BMA 2 6400 8 0.001940 0.000055 0.000065 6.209503 3200 3200 3x 100 ok
Stacking-Online 2 6400 8 0.005365 0.005364 0.005379 17.168013 3200 3200 3x 100 ok
BMA 2 6400 9 0.001912 0.000054 0.000065 6.117158 3200 3200 3x 100 ok
