method vars sample run_id time median p95 total stream warmup drift retrain_every status
Stacking-Online 2 6400 8 0.005533 0.005444 0.005464 17.706769 3200 3200 1x 100 ok
BMA 2 6400 9 0.001969 0.000056 0.000067 6.300218 3200 3200 1x 100 ok
Stacking-Online 2 6400 9 0.005548 0.005460 0.005477 17.754438 3200 3200 1x 100 ok
BMA 4 6400 0 0.002515 0.000055 0.000067 8.049460 3200 3200 1x 100 ok
Stacking-Online 4 6400 0 0.008064 0.007887 0.007912 25.805568 3200 3200 1x 100 ok
BMA 4 6400 1 0.002502 0.000055 0.000065 8.006044 3200 3200 1x 100 ok
Stacking-Online 4 6400 1 0.008053 0.007875 0.007898 25.768989 3200 3200 1x 100 ok
BMA 4 6400 2 0.002511 0.000055 0.000067 8.035317 3200 3200 1x 100 ok
Stacking-Online 4 6400 2 0.008061 0.007884 0.007905 25.795235 3200 3200 1x 100 ok
BMA 4 6400 3 0.002492 0.000054 0.000066 7.975077 3200 3200 1x 100 ok
Stacking-Online 4 6400 3 0.008059 0.007883 0.007904 25.790358 3200 3200 1x 100 ok
BMA 4 6400 4 0.002502 0.000055 0.000067 8.005341 3200 3200 1x 100 ok
Stacking-Online 4 6400 4 0.008065 0.007889 0.007909 25.809425 3200 3200 1x 100 ok
BMA 4 6400 5 0.002511 0.000055 0.000067 8.034509 3200 3200 1x 100 ok
Stacking-Online 4 6400 5 0.008085 0.007907 0.007936 25.872202 3200 3200 1x 100 ok
BMA 4 6400 6 0.002500 0.000055 0.000067 8.000694 3200 3200 1x 100 ok
Stacking-Online 4 6400 6 0.008066 0.007887 0.007915 25.810146 3200 3200 1x 100 ok
BMA 4 6400 7 0.002505 0.000055 0.000067 8.016958 3200 3200 1x 100 ok
Stacking-Online 4 6400 7 0.008057 0.007879 0.007907 25.783836 3200 3200 1x 100 ok
BMA 4 6400 8 0.002488 0.000054 0.000065 7.960164 3200 3200 1x 100 ok
Stacking-Online 4 6400 8 0.008062 0.007883 0.007911 25.797368 3200 3200 1x 100 ok
BMA 4 6400 9 0.002513 0.000055 0.000066 8.040283 3200 3200 1x 100 ok
Stacking-Online 4 6400 9 0.008054 0.007876 0.007903 25.773519 3200 3200 1x 100 ok
BMA 8 6400 0 0.006007 0.000055 0.000068 19.223831 3200 3200 1x 100 ok
Stacking-Online 8 6400 0 0.021219 0.020954 0.022210 67.899392 3200 3200 1x 100 ok
BMA 8 6400 1 0.006019 0.000055 0.000067 19.259807 3200 3200 1x 100 ok
Stacking-Online 8 6400 1 0.021264 0.020972 0.022208 68.043360 3200 3200 1x 100 ok
BMA 8 6400 2 0.006017 0.000055 0.000068 19.253145 3200 3200 1x 100 ok
Stacking-Online 8 6400 2 0.021236 0.020971 0.022211 67.955931 3200 3200 1x 100 ok
BMA 8 6400 3 0.006012 0.000055 0.000068 19.237913 3200 3200 1x 100 ok
Stacking-Online 8 6400 3 0.021349 0.021051 0.022393 68.316451 3200 3200 1x 100 ok
BMA 8 6400 4 0.006013 0.000055 0.000068 19.240657 3200 3200 1x 100 ok
Stacking-Online 8 6400 4 0.021183 0.020954 0.021162 67.784120 3200 3200 1x 100 ok
BMA 8 6400 5 0.006025 0.000056 0.000068 19.279631 3200 3200 1x 100 ok
Stacking-Online 8 6400 5 0.021428 0.021035 0.022548 68.569157 3200 3200 1x 100 ok
BMA 8 6400 6 0.005966 0.000054 0.000066 19.091366 3200 3200 1x 100 ok
Stacking-Online 8 6400 6 0.021205 0.020943 0.022212 67.855398 3200 3200 1x 100 ok
BMA 8 6400 7 0.006009 0.000055 0.000068 19.229534 3200 3200 1x 100 ok
Stacking-Online 8 6400 7 0.020900 0.020560 0.021786 66.880272 3200 3200 1x 100 ok
BMA 8 6400 8 0.006022 0.000056 0.000069 19.269760 3200 3200 1x 100 ok
Stacking-Online 8 6400 8 0.021312 0.020970 0.022214 68.196805 3200 3200 1x 100 ok
BMA 8 6400 9 0.005998 0.000055 0.000068 19.193229 3200 3200 1x 100 ok
Stacking-Online 8 6400 9 0.021359 0.021012 0.022309 68.348547 3200 3200 1x 100 ok
BMA 16 6400 0 0.047129 0.000053 0.000065 150.811305 3200 3200 1x 100 ok
Stacking-Online 16 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 1 0.047163 0.000054 0.000066 150.922115 3200 3200 1x 100 ok
Stacking-Online 16 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 2 0.047198 0.000053 0.000065 151.032783 3200 3200 1x 100 ok
Stacking-Online 16 6400 2 0.059586 0.059137 0.059247 190.676432 3200 3200 1x 100 ok
BMA 16 6400 3 0.047184 0.000053 0.000065 150.987750 3200 3200 1x 100 ok
Stacking-Online 16 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 4 0.047169 0.000053 0.000065 150.939725 3200 3200 1x 100 ok
Stacking-Online 16 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 5 0.047157 0.000053 0.000065 150.903644 3200 3200 1x 100 ok
Stacking-Online 16 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 6 0.047152 0.000053 0.000065 150.886582 3200 3200 1x 100 ok
Stacking-Online 16 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 7 0.047174 0.000053 0.000065 150.957404 3200 3200 1x 100 ok
Stacking-Online 16 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 8 0.047156 0.000053 0.000064 150.898126 3200 3200 1x 100 ok
Stacking-Online 16 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 6400 9 0.047168 0.000053 0.000065 150.938907 3200 3200 1x 100 ok
Stacking-Online 16 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 2 12800 0 0.003668 0.000054 0.000065 23.476879 6400 6400 1x 100 ok
Stacking-Online 2 12800 0 0.005504 0.005453 0.005476 35.224530 6400 6400 1x 100 ok
BMA 2 12800 1 0.003662 0.000054 0.000064 23.436222 6400 6400 1x 100 ok
Stacking-Online 2 12800 1 0.005514 0.005454 0.005479 35.292611 6400 6400 1x 100 ok
BMA 2 12800 2 0.003670 0.000054 0.000064 23.490380 6400 6400 1x 100 ok
Stacking-Online 2 12800 2 0.005487 0.005436 0.005453 35.116469 6400 6400 1x 100 ok
BMA 2 12800 3 0.003653 0.000054 0.000064 23.376270 6400 6400 1x 100 ok
Stacking-Online 2 12800 3 0.005495 0.005443 0.005464 35.171021 6400 6400 1x 100 ok
BMA 2 12800 4 0.003648 0.000054 0.000064 23.345613 6400 6400 1x 100 ok
Stacking-Online 2 12800 4 0.005484 0.005424 0.005506 35.097766 6400 6400 1x 100 ok
BMA 2 12800 5 0.003625 0.000054 0.000064 23.197819 6400 6400 1x 100 ok
Stacking-Online 2 12800 5 0.005480 0.005427 0.005453 35.069756 6400 6400 1x 100 ok
BMA 2 12800 6 0.003655 0.000054 0.000065 23.393143 6400 6400 1x 100 ok
Stacking-Online 2 12800 6 0.005487 0.005434 0.005460 35.117803 6400 6400 1x 100 ok
BMA 2 12800 7 0.003654 0.000054 0.000065 23.386770 6400 6400 1x 100 ok
Stacking-Online 2 12800 7 0.005472 0.005421 0.005441 35.023274 6400 6400 1x 100 ok
BMA 2 12800 8 0.003647 0.000054 0.000064 23.340588 6400 6400 1x 100 ok
Stacking-Online 2 12800 8 0.005492 0.005440 0.005460 35.147510 6400 6400 1x 100 ok
BMA 2 12800 9 0.003646 0.000053 0.000064 23.331288 6400 6400 1x 100 ok
Stacking-Online 2 12800 9 0.005488 0.005434 0.005472 35.122968 6400 6400 1x 100 ok
BMA 4 12800 0 0.004404 0.000054 0.000064 28.183744 6400 6400 1x 100 ok
Stacking-Online 4 12800 0 0.009579 0.009505 0.009568 61.304662 6400 6400 1x 100 ok
BMA 4 12800 1 0.004405 0.000054 0.000064 28.190484 6400 6400 1x 100 ok
Stacking-Online 4 12800 1 0.009554 0.009492 0.009547 61.143507 6400 6400 1x 100 ok
BMA 4 12800 2 0.004392 0.000054 0.000064 28.109138 6400 6400 1x 100 ok
Stacking-Online 4 12800 2 0.009571 0.009512 0.009554 61.256045 6400 6400 1x 100 ok
BMA 4 12800 3 0.004395 0.000054 0.000064 28.128813 6400 6400 1x 100 ok
Stacking-Online 4 12800 3 0.009547 0.009488 0.009527 61.102524 6400 6400 1x 100 ok
BMA 4 12800 4 0.004421 0.000054 0.000065 28.296948 6400 6400 1x 100 ok
Stacking-Online 4 12800 4 0.009535 0.009476 0.009513 61.021048 6400 6400 1x 100 ok
BMA 4 12800 5 0.004421 0.000054 0.000064 28.295774 6400 6400 1x 100 ok
Stacking-Online 4 12800 5 0.009545 0.009485 0.009529 61.089278 6400 6400 1x 100 ok
BMA 4 12800 6 0.004412 0.000054 0.000065 28.233992 6400 6400 1x 100 ok
Stacking-Online 4 12800 6 0.009546 0.009487 0.009526 61.097108 6400 6400 1x 100 ok
BMA 4 12800 7 0.004455 0.000054 0.000065 28.508965 6400 6400 1x 100 ok
Stacking-Online 4 12800 7 0.009528 0.009469 0.009510 60.981815 6400 6400 1x 100 ok
BMA 4 12800 8 0.004412 0.000054 0.000064 28.238214 6400 6400 1x 100 ok
Stacking-Online 4 12800 8 0.009534 0.009474 0.009517 61.017469 6400 6400 1x 100 ok
BMA 4 12800 9 0.004408 0.000054 0.000065 28.209960 6400 6400 1x 100 ok
Stacking-Online 4 12800 9 0.009580 0.009521 0.009553 61.311463 6400 6400 1x 100 ok
BMA 8 12800 0 0.009667 0.000054 0.000065 61.870837 6400 6400 1x 100 ok
Stacking-Online 8 12800 0 0.021190 0.021078 0.021180 135.616897 6400 6400 1x 100 ok
BMA 8 12800 1 0.009624 0.000054 0.000065 61.591289 6400 6400 1x 100 ok
Stacking-Online 8 12800 1 0.021162 0.021050 0.021155 135.438587 6400 6400 1x 100 ok
BMA 8 12800 2 0.009557 0.000053 0.000064 61.163872 6400 6400 1x 100 ok
Stacking-Online 8 12800 2 0.020828 0.020612 0.021044 133.300730 6400 6400 1x 100 ok
BMA 8 12800 3 0.009563 0.000053 0.000064 61.200995 6400 6400 1x 100 ok
Stacking-Online 8 12800 3 0.020748 0.020623 0.020706 132.785857 6400 6400 1x 100 ok
BMA 8 12800 4 0.009685 0.000054 0.000066 61.982983 6400 6400 1x 100 ok
Stacking-Online 8 12800 4 0.020716 0.020587 0.021144 132.579466 6400 6400 1x 100 ok
BMA 8 12800 5 0.009688 0.000054 0.000066 62.001300 6400 6400 1x 100 ok
Stacking-Online 8 12800 5 0.020806 0.020604 0.022298 133.156118 6400 6400 1x 100 ok
BMA 8 12800 6 0.010246 0.000054 0.000065 65.571929 6400 6400 1x 100 ok
Stacking-Online 8 12800 6 0.020691 0.020564 0.020652 132.419925 6400 6400 1x 100 ok
BMA 8 12800 7 0.009670 0.000054 0.000066 61.890385 6400 6400 1x 100 ok
Stacking-Online 8 12800 7 0.021157 0.021027 0.021200 135.407295 6400 6400 1x 100 ok
BMA 8 12800 8 0.009659 0.000054 0.000066 61.816898 6400 6400 1x 100 ok
Stacking-Online 8 12800 8 0.021158 0.021032 0.021196 135.414172 6400 6400 1x 100 ok
BMA 8 12800 9 0.009682 0.000054 0.000066 61.964842 6400 6400 1x 100 ok
Stacking-Online 8 12800 9 0.021137 0.021008 0.021193 135.276486 6400 6400 1x 100 ok
BMA 16 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 32 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 32 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 64 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 64 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 2 25600 0 0.007089 0.000054 0.000063 90.742781 12800 12800 1x 100 ok
Stacking-Online 2 25600 0 0.005553 0.005474 0.005492 71.073185 12800 12800 1x 100 ok
BMA 2 25600 1 0.007116 0.000054 0.000063 91.081762 12800 12800 1x 100 ok
Stacking-Online 2 25600 1 0.005474 0.005422 0.005440 70.071793 12800 12800 1x 100 ok
BMA 2 25600 2 0.007055 0.000053 0.000062 90.300686 12800 12800 1x 100 ok
Stacking-Online 2 25600 2 0.005484 0.005432 0.005451 70.188901 12800 12800 1x 100 ok
BMA 2 25600 3 0.007132 0.000054 0.000063 91.293593 12800 12800 1x 100 ok
Stacking-Online 2 25600 3 0.005470 0.005419 0.005438 70.011870 12800 12800 1x 100 ok
BMA 2 25600 4 0.007146 0.000054 0.000063 91.466830 12800 12800 1x 100 ok
Stacking-Online 2 25600 4 0.005483 0.005410 0.005432 70.180966 12800 12800 1x 100 ok
BMA 2 25600 5 0.007096 0.000054 0.000063 90.827022 12800 12800 1x 100 ok
Stacking-Online 2 25600 5 0.005474 0.005422 0.005441 70.063249 12800 12800 1x 100 ok
BMA 2 25600 6 0.007124 0.000054 0.000063 91.184076 12800 12800 1x 100 ok
Stacking-Online 2 25600 6 0.005490 0.005416 0.005437 70.266446 12800 12800 1x 100 ok
BMA 2 25600 7 0.007111 0.000054 0.000063 91.024523 12800 12800 1x 100 ok
Stacking-Online 2 25600 7 0.005477 0.005426 0.005444 70.111456 12800 12800 1x 100 ok
BMA 2 25600 8 0.007094 0.000054 0.000064 90.799586 12800 12800 1x 100 ok
Stacking-Online 2 25600 8 0.005483 0.005432 0.005449 70.185472 12800 12800 1x 100 ok
BMA 2 25600 9 0.007090 0.000054 0.000063 90.751464 12800 12800 1x 100 ok
Stacking-Online 2 25600 9 0.005487 0.005434 0.005455 70.238425 12800 12800 1x 100 ok
BMA 4 25600 0 0.008379 0.000053 0.000063 107.248171 12800 12800 1x 100 ok
Stacking-Online 4 25600 0 0.008450 0.008414 0.008442 108.166079 12800 12800 1x 100 ok
BMA 4 25600 1 0.008388 0.000054 0.000064 107.362518 12800 12800 1x 100 ok
Stacking-Online 4 25600 1 0.008446 0.008409 0.008451 108.112855 12800 12800 1x 100 ok
BMA 4 25600 2 0.008332 0.000053 0.000062 106.654835 12800 12800 1x 100 ok
Stacking-Online 4 25600 2 0.008424 0.008388 0.008427 107.831795 12800 12800 1x 100 ok
BMA 4 25600 3 0.008412 0.000054 0.000064 107.679881 12800 12800 1x 100 ok
Stacking-Online 4 25600 3 0.008431 0.008397 0.008428 107.918222 12800 12800 1x 100 ok
BMA 4 25600 4 0.008468 0.000054 0.000064 108.396345 12800 12800 1x 100 ok
Stacking-Online 4 25600 4 0.008410 0.008376 0.008409 107.650125 12800 12800 1x 100 ok
BMA 4 25600 5 0.008403 0.000054 0.000064 107.556726 12800 12800 1x 100 ok
Stacking-Online 4 25600 5 0.008390 0.008377 0.008408 107.387080 12800 12800 1x 100 ok
BMA 4 25600 6 0.008425 0.000054 0.000063 107.840005 12800 12800 1x 100 ok
Stacking-Online 4 25600 6 0.008275 0.008253 0.008277 105.922644 12800 12800 1x 100 ok
BMA 4 25600 7 0.008444 0.000054 0.000064 108.089117 12800 12800 1x 100 ok
Stacking-Online 4 25600 7 0.008411 0.008400 0.008424 107.666566 12800 12800 1x 100 ok
BMA 4 25600 8 0.008367 0.000054 0.000064 107.100750 12800 12800 1x 100 ok
Stacking-Online 4 25600 8 0.008399 0.008388 0.008410 107.509994 12800 12800 1x 100 ok
BMA 4 25600 9 0.008430 0.000054 0.000064 107.908513 12800 12800 1x 100 ok
Stacking-Online 4 25600 9 0.008428 0.008398 0.008421 107.881882 12800 12800 1x 100 ok
BMA 8 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 8 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 8 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
Stacking-Online 16 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
BMA 16 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 1x 100 timeout
